,"Цена, р./кг",Сталь,"Цена, р./м2",Доп. размер,"Цена, р./пог.м",Размер,"Цена, р./шт.",Наименование,ГОСТ,"Цена, р./т"
5870,,AISI316L,,,, 0.5  1000х2000,,Лист х/к  2B матовый, ,434 700 <0.1т
5871,,12Х18Н10Т AISI321,,,, 0.5  1000х2000,,Лист х/к  2B матовый, ,278 415 <0.1т
5872,,AISI201,,,, 0.5  1000х2000,,Лист х/к  2B матовый, ,179 107 <0.1т
5873,,AISI409L,,,, 0.5  1000х2000,,Лист х/к  2B матовый, ,159 132 <0.1т
5874,,AISI439,,,, 0.5  1000х2000,,Лист х/к  2B матовый, ,185 745 <0.1т
5875,,AISI316L,,,, 0.5  1000,,Лист х/к  2B матовый, ,434 700 <0.1т
5876,,08Х17 AISI430,,,, 0.5  1250,,Лист х/к  2B матовый, ,153 265 <0.1т
5877,,08Х18Н10 AISI304,,,, 0.5  1250х2500,,Лист х/к  2B матовый, ,247 820 <0.1т
5878,,08Х18Н10 AISI304,,,, 0.7  1000х2000,,Лист х/к  2B матовый, ,249 435 <0.1т
5879,,08Х18Н10 AISI304,,,, 6  1500х6000,,Лист х/к  2B матовый, ,263 925 <0.1т
5880,,AISI201,,,, 0.7  1240х2500,,Лист х/к  2B матовый, ,163 085 <0.1т
5881,,AISI316Ti,,,, 2  1250х2500,,Лист х/к  2B матовый, ,527 850 <0.1т
5882,,12Х18Н10Т AISI321,,,, 2  1250х2500,,Лист х/к  2B матовый, ,285 660 <0.1т
5883,,AISI316L,,,, 2  1250,,Лист х/к  2B матовый, ,424 350 <0.1т
5884,,08Х17 AISI430,,,, 2  1500,,Лист х/к  2B матовый, ,151 235 <0.1т
5885,,08Х17 AISI430,,,, 2  1500х3000,,Лист х/к  2B матовый, ,151 235 <0.1т
5886,,08Х13 AISI410S,,,, 2  1500х3000,,Лист х/к  2B матовый, ,171 850 <0.1т
5887,,12Х18Н10Т AISI321,,,, 2  1500х2500,,Лист х/к  2B матовый, ,294 975 <0.1т
5888,,12Х18Н10Т AISI321,,,, 2  1500х3000,,Лист х/к  2B матовый, ,294 975 <0.1т
5889,,08Х18Н10 AISI304,,,, 2  1500х3000,,Лист х/к  2B матовый, ,253 575 <0.1т
5890,,AISI316L,,,, 2  1500х3000,,Лист х/к  2B матовый, ,424 350 <0.1т
5891,,AISI310S,,,, 2  1250х2500,,Лист х/к  2B матовый, ,610 650 <0.1т
5892,,AISI201,,,, 2  1500х3000,,Лист х/к  2B матовый, ,207 393 <0.1т
5893,,AISI316Ti,,,, 2  1500х3000,,Лист х/к  2B матовый, ,527 850 <0.1т
5894,,03Х18Н11 AISI304L,,,, 2.38  1500,,Лист х/к  2B матовый, ,254 610 <0.1т
5895,,08Х17 AISI430,,,, 2.5  1000х2000,,Лист х/к  2B матовый, ,138 040 <0.1т
5896,,08Х18Н10 AISI304,,,, 2.5  1000х2000,,Лист х/к  2B матовый, ,245 295 <0.1т
5897,,12Х18Н10Т AISI321,,,, 2.5  1000х2000,,Лист х/к  2B матовый, ,287 730 <0.1т
5898,,AISI201,,,, 2.5  1240х2500,,Лист х/к  2B матовый, ,194 187 <0.1т
5899,,08Х17 AISI430,,,, 2.5  1250х2500,,Лист х/к  2B матовый, ,152 047 <0.1т
5900,,08Х18Н10 AISI304,,,, 2.5  1250х2500,,Лист х/к  2B матовый, ,243 225 <0.1т
5901,,12Х18Н10Т AISI321,,,, 2.5  1250х2500,,Лист х/к  2B матовый, ,275 310 <0.1т
5902,,08Х18Н10 AISI304,,,, 2.5  1250,,Лист х/к  2B матовый, ,243 225 <0.1т
5903,,AISI316L,,,, 2  1500,,Лист х/к  2B матовый, ,424 350 <0.1т
5904,,AISI316L,,,, 2  1250х2500,,Лист х/к  2B матовый, ,424 350 <0.1т
5905,,08Х18Н10 AISI304,,,, 2  1250х2500,,Лист х/к  2B матовый, ,251 505 <0.1т
5906,,08Х17 AISI430,,,, 2  1250х2500,,Лист х/к  2B матовый, ,149 205 <0.1т
5907,,1.4541,,,, 1.5  1250,,Лист х/к  2B матовый, ,560 732 <0.1т
5908,,AISI316L,,,, 1.5  1250,,Лист х/к  2B матовый, ,424 350 <0.1т
5909,,08Х18Н10 AISI304,,,, 1.5  1250,,Лист х/к  2B матовый, ,250 470 <0.1т
5910,,08Х17 AISI430,,,, 1.5  1500х3000,,Лист х/к  2B матовый, ,152 747 <0.1т
5911,,08Х13 AISI410S,,,, 1.5  1500х3000,,Лист х/к  2B матовый, ,161 730 <0.1т
5912,,AISI316Ti,,,, 1.5  1500х3000,,Лист х/к  2B матовый, ,527 850 <0.1т
5913,,12Х18Н10Т AISI321,,,, 1.5  1500х3000,,Лист х/к  2B матовый, ,284 625 <0.1т
5914,,AISI201,,,, 1.5  1500х3000,,Лист х/к  2B матовый, ,190 523 <0.1т
5915,,08Х18Н10 AISI304,,,, 1.5  1500х3000,,Лист х/к  2B матовый, ,274 275 <0.1т
5916,,AISI316L,,,, 1.5  1500х3000,,Лист х/к  2B матовый, ,527 850 <0.1т
5917,,08Х17 AISI430,,,, 1.8  1000,,Лист х/к  2B матовый, ,149 865 <0.1т
5918,,AISI201,,,, 1.85  1000,,Лист х/к  2B матовый, ,163 085 <0.1т
5919,,03Х18Н11 AISI304L,,,, 1.85  1500х3000,,Лист х/к  2B матовый, ,245 295 <0.1т
5920,,08Х17 AISI430,,,, 2  1000,,Лист х/к  2B матовый, ,149 205 <0.1т
5921,,08Х17 AISI430,,,, 2  1000х2000,,Лист х/к  2B матовый, ,149 205 <0.1т
5922,,08Х18Н10 AISI304,,,, 2  1000х2000,,Лист х/к  2B матовый, ,245 295 <0.1т
5923,,AISI316Ti,,,, 2  1000х2000,,Лист х/к  2B матовый, ,527 850 <0.1т
5924,,AISI201,,,, 2  1000х2000,,Лист х/к  2B матовый, ,177 844 <0.1т
5925,,12Х18Н10Т AISI321,,,, 2  1000х2000,,Лист х/к  2B матовый, ,285 660 <0.1т
5926,,AISI310S,,,, 2  1000х2000,,Лист х/к  2B матовый, ,610 650 <0.1т
5927,,08Х18Н10 AISI304,,,, 2  1000,,Лист х/к  2B матовый, ,245 295 <0.1т
5928,,AISI201,,,, 2  1240х2500,,Лист х/к  2B матовый, ,164 969 <0.1т
5929,,AISI201,,,, 2  1240,,Лист х/к  2B матовый, ,164 969 <0.1т
5930,,08Х17 AISI430,,,, 2.5  1500х3000,,Лист х/к  2B матовый, ,142 892 <0.1т
5931,,12Х18Н10Т AISI321,,,, 2.5  1500х3000,,Лист х/к  2B матовый, ,288 765 <0.1т
5932,,AISI316L,,,, 2.5  1500х3000,,Лист х/к  2B матовый, ,481 275 <0.1т
5933,,08Х18Н10 AISI304,,,, 2.5  1500х3000,,Лист х/к  2B матовый, ,244 778 <0.1т
5934,,08Х18Н10 AISI304,,,, 4  1000х2000,,Лист х/к  2B матовый, ,263 925 <0.1т
5935,,12Х18Н10Т AISI321,,,, 4  1000х2000,,Лист х/к  2B матовый, ,294 975 <0.1т
5936,,12Х18Н10Т AISI321,,,, 4  1250х2500,,Лист х/к  2B матовый, ,294 975 <0.1т
5937,,08Х18Н10 AISI304,,,, 4  1250х2500,,Лист х/к  2B матовый, ,258 750 <0.1т
5938,,08Х18Н10 AISI304,,,, 4  1500х3000,,Лист х/к  2B матовый, ,257 715 <0.1т
5939,,12Х18Н10Т AISI321,,,, 4  1500х3000,,Лист х/к  2B матовый, ,284 625 <0.1т
5940,,AISI316L,,,, 4  1500х3000,,Лист х/к  2B матовый, ,424 350 <0.1т
5941,,12Х18Н10Т AISI321,,,, 4  1500х6000,,Лист х/к  2B матовый, ,284 625 <0.1т
5942,,08Х18Н10 AISI304,,,, 4  1500х6000,,Лист х/к  2B матовый, ,257 715 <0.1т
5943,,AISI316L,,,, 4  1500х6000,,Лист х/к  2B матовый, ,424 350 <0.1т
5944,,08Х13 AISI410S,,,, 4  1500х3000,,Лист х/к  2B матовый, ,171 850 <0.1т
5945,,12Х18Н10Т AISI321,,,, 4  1500,,Лист х/к  2B матовый, ,284 625 <0.1т
5946,,08Х18Н10 AISI304,,,, 4  1500,,Лист х/к  2B матовый, ,257 715 <0.1т
5947,,08Х18Н10 AISI304,,,, 4  1500х1600,,Лист х/к  2B матовый, ,257 715 <0.1т
5948,,03Х18Н11 AISI304L,,,, 4.8  1500,,Лист х/к  2B матовый, ,257 715 <0.1т
5949,,12Х18Н10Т AISI321,,,, 5  1000х2000,,Лист х/к  2B матовый, ,284 625 <0.1т
5950,,08Х18Н10 AISI304,,,, 5  1500х3000,,Лист х/к  2B матовый, ,252 540 <0.1т
5951,,08Х18Н10 AISI304,,,, 5  1500х6000,,Лист х/к  2B матовый, ,252 540 <0.1т
5952,,08Х18Н10 AISI304,,,, 5  1500,,Лист х/к  2B матовый, ,252 540 <0.1т
5953,,08Х18Н10 AISI304,,,, 5  1500х2300,,Лист х/к  2B матовый, ,252 540 <0.1т
5954,,08Х18Н10 AISI304,,,, 5  1500х2430,,Лист х/к  2B матовый, ,252 540 <0.1т
5955,,12Х18Н10Т AISI321,,,, 6  1500х3000,,Лист х/к  2B матовый, ,294 975 <0.1т
5956,,AISI316L,,,, 6  1500х3000,,Лист х/к  2B матовый, ,624 312 <0.1т
5957,,08Х18Н10 AISI304,,,, 3  1500,,Лист х/к  2B матовый, ,251 505 <0.1т
5958,,AISI316Ti,,,, 1.5  1250х2500,,Лист х/к  2B матовый, ,527 850 <0.1т
5959,,AISI316L,,,, 3  1500х6000,,Лист х/к  2B матовый, ,527 850 <0.1т
5960,,08Х18Н10 AISI304,,,, 3  1500х6000,,Лист х/к  2B матовый, ,246 330 <0.1т
5961,,08Х18Н10 AISI304,,,, 2.5  1500,,Лист х/к  2B матовый, ,244 778 <0.1т
5962,,08Х17 AISI430,,,, 3  1000,,Лист х/к  2B матовый, ,146 160 <0.1т
5963,,08Х17 AISI430,,,, 3  1000х2000,,Лист х/к  2B матовый, ,146 160 <0.1т
5964,,AISI310S,,,, 3  1000х2000,,Лист х/к  2B матовый, ,610 650 <0.1т
5965,,08Х18Н10 AISI304,,,, 3  1000х2000,,Лист х/к  2B матовый, ,245 295 <0.1т
5966,,AISI316Ti,,,, 3  1000х2000,,Лист х/к  2B матовый, ,527 850 <0.1т
5967,,AISI201,,,, 3  1000х2000,,Лист х/к  2B матовый, ,169 678 <0.1т
5968,,12Х18Н10Т AISI321,,,, 3  1000х2000,,Лист х/к  2B матовый, ,275 310 <0.1т
5969,,08Х18Н10 AISI304,,,, 3  1000,,Лист х/к  2B матовый, ,245 295 <0.1т
5970,,AISI201,,,, 3  1240х2500,,Лист х/к  2B матовый, ,174 925 <0.1т
5971,,08Х17 AISI430,,,, 3  1250,,Лист х/к  2B матовый, ,149 205 <0.1т
5972,,08Х17 AISI430,,,, 3  1250х2500,,Лист х/к  2B матовый, ,149 205 <0.1т
5973,,AISI310S,,,, 3  1250х2500,,Лист х/к  2B матовый, ,610 650 <0.1т
5974,,08Х18Н10 AISI304,,,, 3  1250х2500,,Лист х/к  2B матовый, ,258 750 <0.1т
5975,,AISI316Ti,,,, 3  1250х2500,,Лист х/к  2B матовый, ,527 850 <0.1т
5976,,12Х18Н10Т AISI321,,,, 3  1250х2500,,Лист х/к  2B матовый, ,284 625 <0.1т
5977,,08Х17 AISI430,,,, 3  1500х3000,,Лист х/к  2B матовый, ,151 235 <0.1т
5978,,08Х13 AISI410S,,,, 3  1500х3000,,Лист х/к  2B матовый, ,171 850 <0.1т
5979,,08Х18Н10 AISI304,,,, 3  1500х3000,,Лист х/к  2B матовый, ,251 505 <0.1т
5980,,12Х18Н10Т AISI321,,,, 3  1500х3000,,Лист х/к  2B матовый, ,294 975 <0.1т
5981,,AISI316L,,,, 3  1500х3000,,Лист х/к  2B матовый, ,527 850 <0.1т
5982,,AISI201,,,, 3  1500х3000,,Лист х/к  2B матовый, ,180 990 <0.1т
5983,,AISI316Ti,,,, 3  1500х3000,,Лист х/к  2B матовый, ,527 850 <0.1т
5984,,12Х18Н10Т AISI321,,,, 3  1500х6000,,Лист х/к  2B матовый, ,294 975 <0.1т
5985,,AISI316L,,,, 1.5  1250х2500,,Лист х/к  2B матовый, ,527 850 <0.1т
5986,,12Х18Н10Т AISI321,,,, 1.5  1250х2500,,Лист х/к  2B матовый, ,272 205 <0.1т
5987,,AISI310S,,,, 1.5  1250х2500,,Лист х/к  2B матовый, ,610 650 <0.1т
5988,,08Х18Н10 AISI304,,,, 0.8  1500х3000,,Лист х/к  2B матовый, ,246 330 <0.1т
5989,,12Х18Н10Т AISI321,,,, 0.8  1500х3000,,Лист х/к  2B матовый, ,294 975 <0.1т
5990,,08Х17 AISI430,,,, 0.8  1500х3000,,Лист х/к  2B матовый, ,155 295 <0.1т
5991,,AISI409L,,,, 0.9  1000х2000,,Лист х/к  2B матовый, ,154 321 <0.1т
5992,,03Х18Н11 AISI304L,,,, 0.93  1000х2000,,Лист х/к  2B матовый, ,244 260 <0.1т
5993,,AISI409L,,,, 0.95  1000х2000,,Лист х/к  2B матовый, ,154 321 <0.1т
5994,,AISI316L,,,, 1 ,,Лист х/к  2B матовый, ,424 350 <0.1т
5995,,AISI439,,,, 1  1000,,Лист х/к  2B матовый, ,181 685 <0.1т
5996,,AISI409L,,,, 1  1000,,Лист х/к  2B матовый, ,162 227 <0.1т
5997,,AISI409L,,,, 1  1000х2000,,Лист х/к  2B матовый, ,162 227 <0.1т
5998,,AISI439,,,, 1  1000х2000,,Лист х/к  2B матовый, ,181 685 <0.1т
5999,,08Х17 AISI430,,,, 1  1000х2000,,Лист х/к  2B матовый, ,153 681 <0.1т
6000,,08Х18Н10 AISI304,,,, 1  1000х2000,,Лист х/к  2B матовый, ,255 645 <0.1т
6001,,12Х18Н10Т AISI321,,,, 1  1000х2000,,Лист х/к  2B матовый, ,284 625 <0.1т
6002,,AISI201,,,, 1  1000х2000,,Лист х/к  2B матовый, ,174 398 <0.1т
6003,,AISI316L,,,, 1  1000х2000,,Лист х/к  2B матовый, ,424 350 <0.1т
6004,,AISI310S,,,, 1  1000х2000,,Лист х/к  2B матовый, ,610 650 <0.1т
6005,,08Х17 AISI430,,,, 1  1000,,Лист х/к  2B матовый, ,153 681 <0.1т
6006,,AISI316L,,,, 1  1000,,Лист х/к  2B матовый, ,424 350 <0.1т
6007,,12Х18Н10Т AISI321,,,, 1  1000,,Лист х/к  2B матовый, ,286 695 <0.1т
6008,,AISI409L,,,, 1  1219,,Лист х/к  2B матовый, ,156 716 <0.1т
6009,,08Х17 AISI430,,,, 1  1219х2500,,Лист х/к  2B матовый, ,151 621 <0.1т
6010,,08Х17 AISI430,,,, 1  1240х2500,,Лист х/к  2B матовый, ,151 621 <0.1т
6011,,08Х18Н10 AISI304,,,, 0.8  1250,,Лист х/к  2B матовый, ,245 295 <0.1т
6012,,AISI201,,,, 1  1240х2500,,Лист х/к  2B матовый, ,196 774 <0.1т
6013,,AISI439,,,, 0.8  1250х2500,,Лист х/к  2B матовый, ,202 990 <0.1т
6014,,12Х18Н10Т AISI321,,,, 0.8  1250х2500,,Лист х/к  2B матовый, ,294 975 <0.1т
6015,,AISI201,,,, 0.7  1240,,Лист х/к  2B матовый, ,160 259 <0.1т
6016,,08Х17 AISI430,,,, 0.7  1250х2500,,Лист х/к  2B матовый, ,144 688 <0.1т
6017,,08Х18Н10 AISI304,,,, 0.7  1250х2500,,Лист х/к  2B матовый, ,249 435 <0.1т
6018,,12Х18Н10Т AISI321,,,, 0.7  1250х2500,,Лист х/к  2B матовый, ,284 625 <0.1т
6019,,12Х18Н10Т AISI321,,,, 0.7  1250,,Лист х/к  2B матовый, ,284 625 <0.1т
6020,,AISI201,,,, 0.7  1250х2500,,Лист х/к  2B матовый, ,183 060 <0.1т
6021,,AISI444,,,, 0.8  1000,,Лист х/к  2B матовый, ,380 239 <0.1т
6022,,AISI409L,,,, 0.8  1000,,Лист х/к  2B матовый, ,156 716 <0.1т
6023,,08Х17 AISI430,,,, 0.8  1000х2000,,Лист х/к  2B матовый, ,146 160 <0.1т
6024,,AISI310S,,,, 0.8  1000х2000,,Лист х/к  2B матовый, ,610 650 <0.1т
6025,,08Х18Н10 AISI304,,,, 0.8  1000х2000,,Лист х/к  2B матовый, ,250 470 <0.1т
6026,,AISI316L,,,, 0.8  1000х2000,,Лист х/к  2B матовый, ,424 350 <0.1т
6027,,AISI201,,,, 0.8  1000х2000,,Лист х/к  2B матовый, ,169 678 <0.1т
6028,,12Х18Н10Т AISI321,,,, 0.8  1000х2000,,Лист х/к  2B матовый, ,294 975 <0.1т
6029,,AISI409L,,,, 0.8  1000х2000,,Лист х/к  2B матовый, ,156 716 <0.1т
6030,,08Х18Н10 AISI304,,,, 0.8  1000,,Лист х/к  2B матовый, ,250 470 <0.1т
6031,,AISI310S,,,, 0.8  1000,,Лист х/к  2B матовый, ,610 650 <0.1т
6032,,AISI201,,,, 0.8  1240х2500,,Лист х/к  2B матовый, ,172 514 <0.1т
6033,,AISI201,,,, 0.8  1240,,Лист х/к  2B матовый, ,169 678 <0.1т
6034,,08Х17 AISI430,,,, 0.8  1250,,Лист х/к  2B матовый, ,145 409 <0.1т
6035,,08Х18Н10 AISI304,,,, 6  1500х3000,,Лист х/к  2B матовый, ,263 925 <0.1т
6036,,AISI310S,,,, 0.8  1250х2500,,Лист х/к  2B матовый, ,610 650 <0.1т
6037,,08Х18Н10 AISI304,,,, 0.8  1250х2500,,Лист х/к  2B матовый, ,245 295 <0.1т
6038,,AISI316L,,,, 0.8  1250х2500,,Лист х/к  2B матовый, ,424 350 <0.1т
6039,,08Х17 AISI430,,,, 0.7  1000,,Лист х/к  2B матовый, ,141 694 <0.1т
6040,,AISI201,,,, 1  1240,,Лист х/к  2B матовый, ,215 673 <0.1т
6041,,08Х17 AISI430,,,, 1  1250,,Лист х/к  2B матовый, ,149 713 <0.1т
6042,,03Х18Н11 AISI304L,,,, 1.2  1250х2500,,Лист х/к  2B матовый, ,247 365 <0.1т
6043,,08Х17 AISI430,,,, 1.2  1500,,Лист х/к  2B матовый, ,156 310 <0.1т
6044,,08Х17 AISI430,,,, 1.2  1500х3000,,Лист х/к  2B матовый, ,156 310 <0.1т
6045,,08Х18Н10 AISI304,,,, 1.2  1500х3000,,Лист х/к  2B матовый, ,256 266 <0.1т
6046,,AISI201,,,, 1.2  1500х3000,,Лист х/к  2B матовый, ,169 678 <0.1т
6047,,08Х18Н10 AISI304,,,, 1.2  1524,,Лист х/к  2B матовый, ,250 646 <0.1т
6048,,AISI409L,,,, 1.4  1000,,Лист х/к  2B матовый, ,156 716 <0.1т
6049,,08Х17 AISI430,,,, 1.5  1000,,Лист х/к  2B матовый, ,144 130 <0.1т
6050,,AISI409L,,,, 1.5  1000,,Лист х/к  2B матовый, ,171 545 <0.1т
6051,,08Х17 AISI430,,,, 1.5  1000х2000,,Лист х/к  2B матовый, ,144 130 <0.1т
6052,,08Х18Н10 AISI304,,,, 1.5  1000х2000,,Лист х/к  2B матовый, ,243 225 <0.1т
6053,,AISI201,,,, 1.5  1000х2000,,Лист х/к  2B матовый, ,165 911 <0.1т
6054,,12Х18Н10Т AISI321,,,, 1.5  1000х2000,,Лист х/к  2B матовый, ,284 625 <0.1т
6055,,AISI310S,,,, 1.5  1000х2000,,Лист х/к  2B матовый, ,794 404 <0.1т
6056,,08Х17 AISI430,,,, 1.5  1000х3000,,Лист х/к  2B матовый, ,148 992 <0.1т
6057,,08Х18Н10 AISI304,,,, 1.5  1000,,Лист х/к  2B матовый, ,243 225 <0.1т
6058,,AISI201,,,, 1.5  1000,,Лист х/к  2B матовый, ,165 911 <0.1т
6059,,AISI201,,,, 1.5  1240х2500,,Лист х/к  2B матовый, ,164 969 <0.1т
6060,,AISI201,,,, 1.5  1240,,Лист х/к  2B матовый, ,172 980 <0.1т
6061,,AISI409L,,,, 1.5  1250,,Лист х/к  2B матовый, ,154 321 <0.1т
6062,,08Х17 AISI430,,,, 1.5  1250,,Лист х/к  2B матовый, ,145 145 <0.1т
6063,,08Х17 AISI430,,,, 1.5  1250х2500,,Лист х/к  2B матовый, ,145 145 <0.1т
6064,,08Х18Н10 AISI304,,,, 1.5  1250х2500,,Лист х/к  2B матовый, ,250 470 <0.1т
6065,,08Х18Н10 AISI304,,,, 1.2  1250,,Лист х/к  2B матовый, ,245 295 <0.1т
6066,,AISI439,,,, 1  1250,,Лист х/к  2B матовый, ,181 685 <0.1т
6067,,12Х18Н10Т AISI321,,,, 1.2  1250х2500,,Лист х/к  2B матовый, ,284 625 <0.1т
6068,,08Х18Н10 AISI304,,,, 1.2  1250х2500,,Лист х/к  2B матовый, ,245 295 <0.1т
6069,,08Х17 AISI430,,,, 1  1250х2500,,Лист х/к  2B матовый, ,149 713 <0.1т
6070,,08Х18Н10 AISI304,,,, 1  1250х2500,,Лист х/к  2B матовый, ,246 848 <0.1т
6071,,AISI310S,,,, 1  1250х2500,,Лист х/к  2B матовый, ,610 650 <0.1т
6072,,AISI201,,,, 1  1250х2500,,Лист х/к  2B матовый, ,199 258 <0.1т
6073,,12Х18Н10Т AISI321,,,, 1  1250х2500,,Лист х/к  2B матовый, ,284 625 <0.1т
6074,,AISI316L,,,, 1  1250х2500,,Лист х/к  2B матовый, ,424 350 <0.1т
6075,,08Х18Н10 AISI304,,,, 1  1250,,Лист х/к  2B матовый, ,252 488 <0.1т
6076,,03Х18Н11 AISI304L,,,, 1  1250,,Лист х/к  2B матовый, ,253 575 <0.1т
6077,,08Х17 AISI430,,,, 1  1500х3000,,Лист х/к  2B матовый, ,147 185 <0.1т
6078,,12Х18Н10Т AISI321,,,, 1  1500х3000,,Лист х/к  2B матовый, ,284 625 <0.1т
6079,,AISI201,,,, 1  1500х3000,,Лист х/к  2B матовый, ,182 543 <0.1т
6080,,08Х18Н10 AISI304,,,, 1  1500х3000,,Лист х/к  2B матовый, ,268 065 <0.1т
6081,,08Х17 AISI430,,,, 1.2  1000х2000,,Лист х/к  2B матовый, ,154 595 <0.1т
6082,,AISI409L,,,, 1.2  1000х2000,,Лист х/к  2B матовый, ,156 716 <0.1т
6083,,08Х18Н10 AISI304,,,, 1.2  1000х2000,,Лист х/к  2B матовый, ,245 295 <0.1т
6084,,12Х18Н10Т AISI321,,,, 1.2  1000х2000,,Лист х/к  2B матовый, ,288 765 <0.1т
6085,,AISI201,,,, 1.2  1240х2500,,Лист х/к  2B матовый, ,174 925 <0.1т
6086,,AISI439,,,, 1.2  1250,,Лист х/к  2B матовый, ,181 685 <0.1т
6087,,AISI409L,,,, 1.2  1250,,Лист х/к  2B матовый, ,156 716 <0.1т
6088,,08Х17 AISI430,,,, 1.2  1250,,Лист х/к  2B матовый, ,141 897 <0.1т
6089,,03Х13 AISI409,,,, 1.2  1250х2500,,Лист х/к  2B матовый, ,128 012 <0.1т
6090,,AISI409L,,,, 1.2  1250х2500,,Лист х/к  2B матовый, ,156 716 <0.1т
6091,,08Х17 AISI430,,,, 1.2  1250х2500,,Лист х/к  2B матовый, ,141 897 <0.1т
6092,,AISI316L,,,, 1.2  1250х2500,,Лист х/к  2B матовый, ,491 625 <0.1т
6093,,08Х17 AISI430,,,, 0.8  1250х2500,,Лист х/к  2B матовый, ,127 890 <0.1т
6094,,12Х18Н10Т AISI321,,,, 0.5  1250,,Лист х/к  2B матовый, ,278 415 <0.1т
6095,,08Х18Н10 AISI304,,,, 0.5  1250х2500,,Лист х/к  2B+PE, ,290 183 <0.1т
6096,,08Х17 AISI430,,,, 0.5  1250х2500,,Лист х/к  2B+PE, ,127 890 <0.1т
6097,,08Х18Н10 AISI304,,,, 1.2  1250х2500,,Лист х/к  2B+PE матовый, ,250 470 <0.1т
6098,,08Х18Н10 AISI304,,,, 3  1500,,Лист х/к  2B+PE матовый, ,253 026 <0.1т
6099,,08Х18Н10 AISI304,,,, 2  1000х2000,,Лист х/к  2B+PE матовый, ,250 470 <0.1т
6100,,08Х17 AISI430,,,, 0.5  1250х2500,,Лист х/к  2B+PE матовый, ,167 323 <0.1т
6101,,08Х17 AISI430,,,, 1.5  1250х2500,,Лист х/к  2B+PE матовый, ,151 235 <0.1т
6102,,08Х17 AISI430,,,, 2  1000х2000,,Лист х/к  2B+PE матовый, ,153 265 <0.1т
